,ID_VIDEOJUEGO,Nombre Videojuego,Año Publicación,Género,Siglas Consola,Nombre Consola,Familia Consolas,Ventas Total,Puntaje Críticos,Puntaje Usuarios,Rating
9143,VID_001269,NBA 2K14,2013,Sports,PS4,PlayStation 4,PlayStation,1450000,85.0,65.0,E
9146,VID_001493,Metal Gear Solid V: Ground Zeroes,2014,Action,PS4,PlayStation 4,PlayStation,1270000,75.0,62.0,M
9147,VID_001589,WWE 2K16,2015,Sports,PS4,PlayStation 4,PlayStation,1210000,73.0,74.0,T
9149,VID_001696,WWE 2K15,2014,Sports,PS4,PlayStation 4,PlayStation,1150000,62.0,51.0,T
9150,VID_001721,Naruto Shippuden: Ultimate Ninja Storm 4,2016,Fighting,PS4,PlayStation 4,PlayStation,1140000,79.0,82.0,T
9151,VID_001726,Watch Dogs 2,2016,Action,PS4,PlayStation 4,PlayStation,1130000,83.0,78.0,M
9152,VID_001732,Alien: Isolation,2014,Shooter,PS4,PlayStation 4,PlayStation,1130000,79.0,81.0,M
9153,VID_001766,Dragon Ball: XenoVerse,2015,Fighting,PS4,PlayStation 4,PlayStation,1110000,69.0,77.0,T
9154,VID_001796,Project CARS,2015,Racing,PS4,PlayStation 4,PlayStation,1090000,83.0,66.0,E
9155,VID_001890,EA Sports UFC,2014,Sports,PS4,PlayStation 4,PlayStation,1050000,70.0,61.0,T
9156,VID_001959,Rayman Legends,2014,Platform,PS4,PlayStation 4,PlayStation,1010000,90.0,85.0,E10+
9158,VID_002040,Evolve,2015,Shooter,PS4,PlayStation 4,PlayStation,960000,76.0,43.0,M
9160,VID_002111,EA Sports UFC 2,2016,Sports,PS4,PlayStation 4,PlayStation,930000,79.0,62.0,T
9161,VID_002132,Lego Batman 3: Beyond Gotham,2014,Action,PS4,PlayStation 4,PlayStation,930000,73.0,71.0,E10+
9162,VID_002147,MLB 15: The Show,2015,Sports,PS4,PlayStation 4,PlayStation,920000,80.0,78.0,E
9164,VID_002187,Street Fighter V,2016,Fighting,PS4,PlayStation 4,PlayStation,900000,77.0,34.0,T
9165,VID_002197,LEGO Jurassic World,2015,Action,PS4,PlayStation 4,PlayStation,900000,70.0,70.0,E10+
9166,VID_002203,Madden NFL 25,2013,Sports,PS4,PlayStation 4,PlayStation,900000,74.0,52.0,E
9168,VID_002269,Borderlands: The Handsome Collection,2015,Shooter,PS4,PlayStation 4,PlayStation,880000,82.0,78.0,M
9169,VID_002308,Guitar Hero Live,2015,Misc,PS4,PlayStation 4,PlayStation,860000,80.0,62.0,T
9171,VID_002480,Pro Evolution Soccer 2016,2015,Sports,PS4,PlayStation 4,PlayStation,790000,87.0,71.0,E
9172,VID_002591,Titanfall 2,2016,Shooter,PS4,PlayStation 4,PlayStation,750000,89.0,84.0,M
9173,VID_002607,Pro Evolution Soccer 2015,2014,Sports,PS4,PlayStation 4,PlayStation,750000,82.0,72.0,E
9177,VID_002681,LEGO Marvel's Avengers,2016,Action,PS4,PlayStation 4,PlayStation,730000,71.0,70.0,E10+
9178,VID_002685,LEGO Dimensions,2015,Action,PS4,PlayStation 4,PlayStation,730000,80.0,71.0,E10+
9179,VID_002710,MLB 14: The Show,2014,Sports,PS4,PlayStation 4,PlayStation,720000,83.0,77.0,E
9181,VID_002756,Dragon Ball: Xenoverse 2,2016,Action,PS4,PlayStation 4,PlayStation,710000,73.0,78.0,T
9182,VID_002783,Lego Star Wars: The Force Awakens,2016,Action,PS4,PlayStation 4,PlayStation,700000,78.0,75.0,E10+
9184,VID_002842,Sniper Elite 3,2014,Shooter,PS4,PlayStation 4,PlayStation,680000,67.0,71.0,M
9185,VID_002873,The LEGO Movie Videogame,2014,Action,PS4,PlayStation 4,PlayStation,670000,71.0,71.0,E10+
9186,VID_002895,F1 2015,2015,Racing,PS4,PlayStation 4,PlayStation,660000,65.0,63.0,E
9189,VID_003014,Dishonored 2,2016,Action,PS4,PlayStation 4,PlayStation,640000,88.0,77.0,M
9191,VID_003068,NHL 16,2015,Sports,PS4,PlayStation 4,PlayStation,630000,78.0,55.0,E10+
9193,VID_003132,Plants vs. Zombies: Garden Warfare,2014,Shooter,PS4,PlayStation 4,PlayStation,610000,75.0,76.0,E10+
9195,VID_003209,LEGO The Hobbit,2014,Action,PS4,PlayStation 4,PlayStation,600000,72.0,66.0,E10+
9196,VID_003210,WWE 2K17,2016,Sports,PS4,PlayStation 4,PlayStation,600000,69.0,69.0,T
9197,VID_003215,NHL 15,2014,Sports,PS4,PlayStation 4,PlayStation,600000,60.0,36.0,E10+
9198,VID_003477,Resident Evil: Revelations 2,2015,Action,PS4,PlayStation 4,PlayStation,550000,75.0,77.0,M
9200,VID_003669,Rory McIlroy PGA Tour,2015,Action,PS4,PlayStation 4,PlayStation,520000,61.0,37.0,E
9201,VID_003672,Lords of the Fallen,2014,Role-Playing,PS4,PlayStation 4,PlayStation,520000,68.0,66.0,M
9202,VID_003847,Plants vs. Zombies: Garden Warfare 2,2016,Shooter,PS4,PlayStation 4,PlayStation,490000,81.0,77.0,E10+
9203,VID_004011,One Piece: Pirate Warriors 3,2015,Action,PS4,PlayStation 4,PlayStation,460000,74.0,74.0,T
9205,VID_004147,Pro Evolution Soccer 2017,2016,Sports,PS4,PlayStation 4,PlayStation,450000,85.0,76.0,E
9206,VID_004179,Skylanders: Trap Team,2014,Action,PS4,PlayStation 4,PlayStation,440000,78.0,56.0,E10+
9209,VID_004366,Trials Fusion,2014,Racing,PS4,PlayStation 4,PlayStation,420000,79.0,72.0,E10+
9210,VID_004434,Just Dance 2014,2013,Misc,PS4,PlayStation 4,PlayStation,410000,75.0,55.0,E10+
9211,VID_004454,Farming Simulator 17,2016,Simulation,PS4,PlayStation 4,PlayStation,410000,69.0,87.0,E
9213,VID_004544,Tales of Zestiria,2015,Role-Playing,PS4,PlayStation 4,PlayStation,400000,72.0,68.0,T
9214,VID_004558,Life is Strange,2016,Adventure,PS4,PlayStation 4,PlayStation,400000,85.0,86.0,M
9217,VID_004678,Until Dawn: Rush of Blood,2016,Adventure,PS4,PlayStation 4,PlayStation,390000,72.0,80.0,M
9218,VID_004682,Skylanders SWAP Force,2013,Platform,PS4,PlayStation 4,PlayStation,390000,79.0,52.0,E10+
9220,VID_004706,Just Dance 2015,2014,Misc,PS4,PlayStation 4,PlayStation,390000,72.0,58.0,E10+
9221,VID_004746,Rock Band 4,2015,Misc,PS4,PlayStation 4,PlayStation,380000,78.0,63.0,T
9222,VID_004766,Deus Ex: Mankind Divided,2016,Role-Playing,PS4,PlayStation 4,PlayStation,380000,84.0,76.0,M
9225,VID_004865,BioShock The Collection,2016,Shooter,PS4,PlayStation 4,PlayStation,370000,84.0,85.0,M
9226,VID_004871,Rocket League,2016,Sports,PS4,PlayStation 4,PlayStation,370000,85.0,87.0,E
9227,VID_004882,DiRT Rally,2016,Racing,PS4,PlayStation 4,PlayStation,370000,85.0,81.0,E
9228,VID_004957,Just Dance 2016,2015,Misc,PS4,PlayStation 4,PlayStation,360000,73.0,68.0,E10+
9230,VID_005023,Homefront: The Revolution,2016,Shooter,PS4,PlayStation 4,PlayStation,350000,48.0,38.0,M
9231,VID_005025,One Piece: Burning Blood,2016,Fighting,PS4,PlayStation 4,PlayStation,350000,66.0,78.0,T
9232,VID_005057,Mirror's Edge Catalyst,2016,Platform,PS4,PlayStation 4,PlayStation,350000,69.0,47.0,T
9233,VID_005073,TrackMania Turbo,2016,Action,PS4,PlayStation 4,PlayStation,350000,81.0,79.0,E
9235,VID_005168,World of Final Fantasy,2016,Role-Playing,PS4,PlayStation 4,PlayStation,330000,77.0,83.0,E10+
9236,VID_005172,NHL 17,2016,Sports,PS4,PlayStation 4,PlayStation,330000,78.0,58.0,E10+
9238,VID_005366,Murdered: Soul Suspect,2014,Action,PS4,PlayStation 4,PlayStation,320000,59.0,69.0,M
9239,VID_005459,Tropico 5,2015,Simulation,PS4,PlayStation 4,PlayStation,310000,76.0,71.0,T
9240,VID_005466,Skylanders: SuperChargers,2015,Action,PS4,PlayStation 4,PlayStation,310000,81.0,33.0,E10+
9242,VID_005560,Batman: Arkham VR,2016,Action,PS4,PlayStation 4,PlayStation,300000,75.0,73.0,M
9244,VID_005684,Deadpool,2015,Action,PS4,PlayStation 4,PlayStation,290000,60.0,57.0,M
9245,VID_005685,UEFA Euro 2016,2016,Sports,PS4,PlayStation 4,PlayStation,290000,72.0,66.0,E
9246,VID_005749,Disgaea 5: Alliance of Vengeance,2015,Role-Playing,PS4,PlayStation 4,PlayStation,290000,80.0,81.0,T
9252,VID_006093,Batman: Return to Arkham,2016,Action,PS4,PlayStation 4,PlayStation,260000,73.0,85.0,T
9253,VID_006114,Tearaway Unfolded,2015,Platform,PS4,PlayStation 4,PlayStation,260000,81.0,81.0,E
9255,VID_006201,Battleborn,2016,Shooter,PS4,PlayStation 4,PlayStation,260000,68.0,68.0,T
9256,VID_006297,PlayStation VR Worlds,2016,Misc,PS4,PlayStation 4,PlayStation,250000,59.0,71.0,M
9258,VID_006414,Sword Art Online: Lost Song,2015,Role-Playing,PS4,PlayStation 4,PlayStation,250000,63.0,63.0,T
9259,VID_006434,Onechanbara Z2: Chaos,2014,Action,PS4,PlayStation 4,PlayStation,240000,57.0,65.0,M
9260,VID_006452,Samurai Warriors 4,2014,Action,PS4,PlayStation 4,PlayStation,240000,76.0,81.0,T
9262,VID_006562,NBA Live 14,2013,Sports,PS4,PlayStation 4,PlayStation,240000,43.0,27.0,E
9263,VID_006603,NBA Live 15,2014,Sports,PS4,PlayStation 4,PlayStation,230000,59.0,56.0,E
9264,VID_006715,Transformers: Devastation,2015,Action,PS4,PlayStation 4,PlayStation,230000,77.0,75.0,T
9267,VID_006809,Ride,2015,Racing,PS4,PlayStation 4,PlayStation,220000,66.0,70.0,E
9268,VID_006932,Angry Birds Star Wars,2013,Strategy,PS4,PlayStation 4,PlayStation,210000,47.0,20.0,E
9270,VID_007034,The Wolf Among Us,2014,Adventure,PS4,PlayStation 4,PlayStation,210000,83.0,84.0,M
9271,VID_007106,Tony Hawk's Pro Skater 5,2015,Sports,PS4,PlayStation 4,PlayStation,210000,32.0,15.0,T
9272,VID_007132,Assassin's Creed The Ezio Collection,2016,Action,PS4,PlayStation 4,PlayStation,200000,72.0,74.0,M
9276,VID_007209,Odin Sphere: Leifthrasir,2016,Role-Playing,PS4,PlayStation 4,PlayStation,200000,87.0,82.0,T
9277,VID_007372,Bound By Flame,2014,Role-Playing,PS4,PlayStation 4,PlayStation,190000,53.0,59.0,M
9278,VID_007434,Dynasty Warriors 8: Empires,2014,Action,PS4,PlayStation 4,PlayStation,190000,63.0,75.0,T
9280,VID_007577,Sword Art Online: Hollow Realization,2016,Role-Playing,PS4,PlayStation 4,PlayStation,190000,69.0,77.0,T
9282,VID_007666,Saint Seiya: Soldiers' Soul,2015,Fighting,PS4,PlayStation 4,PlayStation,180000,59.0,78.0,T
9283,VID_007677,MotoGP 14 ,2014,Racing,PS4,PlayStation 4,PlayStation,180000,73.0,64.0,E
9284,VID_007749,Senran Kagura: Estival Versus,2015,Action,PS4,PlayStation 4,PlayStation,180000,67.0,80.0,M
9286,VID_007801,NBA Live 16,2015,Sports,PS4,PlayStation 4,PlayStation,180000,59.0,61.0,E
9289,VID_007851,Toukiden Kiwami,2015,Action,PS4,PlayStation 4,PlayStation,170000,74.0,76.0,T
9291,VID_007964,Bladestorm: Nightmare,2015,Action,PS4,PlayStation 4,PlayStation,170000,58.0,65.0,T
9294,VID_008217,Putty Squad,2013,Platform,PS4,PlayStation 4,PlayStation,160000,38.0,29.0,E10+
9296,VID_008459,The King of Fighters XIV,2016,Fighting,PS4,PlayStation 4,PlayStation,150000,79.0,87.0,T
9297,VID_008472,LEGO Harry Potter Collection,2016,Action,PS4,PlayStation 4,PlayStation,150000,73.0,81.0,E10+
9299,VID_008584,BlazBlue: Chrono Phantasma Extend,2015,Action,PS4,PlayStation 4,PlayStation,140000,80.0,77.0,T
9300,VID_008669,Skylanders Imaginators,2016,Platform,PS4,PlayStation 4,PlayStation,140000,80.0,55.0,E10+
9301,VID_008687,XCOM 2,2016,Strategy,PS4,PlayStation 4,PlayStation,140000,88.0,80.0,T
9302,VID_008765,7 Days to Die,2016,Action,PS4,PlayStation 4,PlayStation,140000,45.0,59.0,M
9303,VID_008790,Dead Island Definitive Collection,2016,Action,PS4,PlayStation 4,PlayStation,140000,63.0,64.0,M
9304,VID_008807,Brothers: A Tale of Two Sons,2015,Adventure,PS4,PlayStation 4,PlayStation,140000,81.0,86.0,T
9305,VID_008989,Gravity Rush Remastered,2015,Action,PS4,PlayStation 4,PlayStation,130000,80.0,82.0,T
9306,VID_009059,Final Fantasy XIV: Heavensward,2015,Action,PS4,PlayStation 4,PlayStation,130000,86.0,76.0,T
9307,VID_009318,Don Bradman Cricket 14,2015,Sports,PS4,PlayStation 4,PlayStation,120000,76.0,74.0,E
9312,VID_009467,Samurai Warriors 4-II,2015,Action,PS4,PlayStation 4,PlayStation,120000,73.0,73.0,T
9313,VID_009558,Rugby 15,2015,Sports,PS4,PlayStation 4,PlayStation,110000,19.0,34.0,E
9314,VID_009697,Digimon Story: Cyber Sleuth,2016,Role-Playing,PS4,PlayStation 4,PlayStation,110000,75.0,85.0,T
9316,VID_009829,RIGS: Mechanized Combat League,2016,Action,PS4,PlayStation 4,PlayStation,110000,79.0,79.0,T
9317,VID_009864,God Eater 2: Rage Burst,2015,Role-Playing,PS4,PlayStation 4,PlayStation,110000,69.0,80.0,T
9320,VID_010255,Ultra Street Fighter IV,2015,Fighting,PS4,PlayStation 4,PlayStation,100000,71.0,59.0,T
9321,VID_010256,EVE: Valkyrie,2016,Shooter,PS4,PlayStation 4,PlayStation,100000,73.0,63.0,T
9322,VID_010259,The Crew: Wild Run,2015,Action,PS4,PlayStation 4,PlayStation,100000,73.0,68.0,T
9323,VID_010267,Natural Doctrine,2014,Role-Playing,PS4,PlayStation 4,PlayStation,100000,53.0,60.0,M
9326,VID_010330,Samurai Warriors 4: Empires,2015,Action,PS4,PlayStation 4,PlayStation,100000,71.0,65.0,T
9330,VID_010451,Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016,Action,PS4,PlayStation 4,PlayStation,90000,44.0,55.0,T
9332,VID_010597,DriveClub VR,2016,Racing,PS4,PlayStation 4,PlayStation,90000,67.0,74.0,E
9333,VID_010623,Arslan: The Warriors of Legend,2015,Action,PS4,PlayStation 4,PlayStation,90000,69.0,66.0,T
9337,VID_010764,Lara Croft and the Temple of Osiris,2014,Action,PS4,PlayStation 4,PlayStation,90000,74.0,67.0,T
9340,VID_010820,BlazBlue Central Fiction,2016,Fighting,PS4,PlayStation 4,PlayStation,80000,85.0,76.0,T
9341,VID_010879,The Golf Club,2014,Sports,PS4,PlayStation 4,PlayStation,80000,66.0,63.0,E
9342,VID_010886,God Eater Resurrection,2015,Action,PS4,PlayStation 4,PlayStation,80000,70.0,78.0,T
9343,VID_010895,Shovel Knight,2015,Platform,PS4,PlayStation 4,PlayStation,80000,90.0,76.0,E
9345,VID_010934,Mega Man Legacy Collection,2016,Platform,PS4,PlayStation 4,PlayStation,80000,77.0,61.0,E
9347,VID_011094,Resident Evil 6,2016,Shooter,PS4,PlayStation 4,PlayStation,80000,60.0,67.0,M
9348,VID_011120,Song of the Deep,2016,Action,PS4,PlayStation 4,PlayStation,80000,69.0,73.0,E
9350,VID_011186,Valentino Rossi: The Game,2016,Racing,PS4,PlayStation 4,PlayStation,80000,75.0,80.0,E
9353,VID_011268,Grand Ages: Medieval,2015,Strategy,PS4,PlayStation 4,PlayStation,70000,64.0,71.0,T
9355,VID_011375,Fairy Fencer F: Advent Dark Force,2015,Role-Playing,PS4,PlayStation 4,PlayStation,70000,71.0,62.0,T
9356,VID_011461,Grand Kingdom,2015,Role-Playing,PS4,PlayStation 4,PlayStation,70000,78.0,81.0,T
9357,VID_011610,Eagle Flight,2016,Adventure,PS4,PlayStation 4,PlayStation,70000,72.0,78.0,E10+
9360,VID_011717,Terraria,2014,Action,PS4,PlayStation 4,PlayStation,70000,83.0,79.0,T
9361,VID_011760,Broken Sword 5: The Serpent's Curse,2015,Adventure,PS4,PlayStation 4,PlayStation,70000,72.0,72.0,T
9362,VID_011876,Assetto Corsa,2016,Racing,PS4,PlayStation 4,PlayStation,60000,73.0,62.0,E
9363,VID_011914,Nights of Azure,2015,Action,PS4,PlayStation 4,PlayStation,60000,67.0,76.0,T
9365,VID_011960,Earth Defense Force 4.1: The Shadow of New Despair,2015,Shooter,PS4,PlayStation 4,PlayStation,60000,64.0,79.0,M
9366,VID_011975,The Technomancer,2016,Role-Playing,PS4,PlayStation 4,PlayStation,60000,60.0,67.0,M
9370,VID_012206,MX vs. ATV Supercross Encore,2015,Sports,PS4,PlayStation 4,PlayStation,60000,42.0,41.0,E
9371,VID_012233,Rugby World Cup 2015,2015,Sports,PS4,PlayStation 4,PlayStation,60000,25.0,19.0,E
9377,VID_012436,Mighty No. 9,2016,Platform,PS4,PlayStation 4,PlayStation,50000,52.0,35.0,E10+
9381,VID_012508,Killing Floor 2 ,2016,Shooter,PS4,PlayStation 4,PlayStation,50000,76.0,80.0,M
9384,VID_012608,Steins;Gate 0,2015,Adventure,PS4,PlayStation 4,PlayStation,50000,81.0,83.0,M
9387,VID_012688,Hatsune Miku: Project Diva X,2016,Misc,PS4,PlayStation 4,PlayStation,50000,78.0,74.0,T
9389,VID_012711,Saints Row: Gat out of Hell,2015,Action,PS4,PlayStation 4,PlayStation,50000,64.0,57.0,M
9390,VID_012725,NASCAR Heat Evolution,2016,Racing,PS4,PlayStation 4,PlayStation,50000,66.0,38.0,E
9391,VID_012729,Child of Light,2014,Role-Playing,PS4,PlayStation 4,PlayStation,50000,82.0,80.0,E10+
9392,VID_012892,Ride 2,2016,Racing,PS4,PlayStation 4,PlayStation,50000,71.0,80.0,E
9394,VID_012956,Sébastien Loeb Rally Evo,2016,Racing,PS4,PlayStation 4,PlayStation,40000,71.0,81.0,E
9395,VID_013004,Battlezone,2016,Action,PS4,PlayStation 4,PlayStation,40000,66.0,70.0,T
9396,VID_013050,Nobunaga's Ambition: Sphere of Influence,2014,Strategy,PS4,PlayStation 4,PlayStation,40000,80.0,81.0,T
9397,VID_013118,Nitroplus Blasterz: Heroines Infinite Duel,2015,Fighting,PS4,PlayStation 4,PlayStation,40000,70.0,69.0,T
9398,VID_013177,Rugby Challenge 3,2016,Sports,PS4,PlayStation 4,PlayStation,40000,64.0,68.0,E
9399,VID_013224,Psycho-Pass: Mandatory Happiness,2016,Adventure,PS4,PlayStation 4,PlayStation,40000,72.0,83.0,T
9400,VID_013317,Dead Rising,2016,Action,PS4,PlayStation 4,PlayStation,40000,78.0,66.0,M
9404,VID_013435,Exist Archive: The Other Side of the Sky,2015,Role-Playing,PS4,PlayStation 4,PlayStation,40000,69.0,79.0,T
9405,VID_013443,Assassin's Creed Chronicles: China,2015,Action,PS4,PlayStation 4,PlayStation,40000,69.0,64.0,T
9409,VID_013599,Infamous: First Light,2014,Action,PS4,PlayStation 4,PlayStation,30000,73.0,75.0,T
9410,VID_013602,Tour de France 2014,2014,Sports,PS4,PlayStation 4,PlayStation,30000,53.0,51.0,E
9411,VID_013647,Duke Nukem 3D: 20th Anniversary World Tour,2016,Shooter,PS4,PlayStation 4,PlayStation,30000,77.0,69.0,M
9413,VID_013695,JoJo's Bizarre Adventure: Eyes of Heaven,2015,Fighting,PS4,PlayStation 4,PlayStation,30000,61.0,74.0,T
9418,VID_013837,Prison Architect,2016,Action,PS4,PlayStation 4,PlayStation,30000,80.0,80.0,M
9419,VID_013940,Worms: WMD,2016,Action,PS4,PlayStation 4,PlayStation,30000,78.0,76.0,E10+
9421,VID_014133,The Talos Principle,2015,Puzzle,PS4,PlayStation 4,PlayStation,30000,88.0,84.0,E10+
9423,VID_014257,Dead Rising 2,2016,Action,PS4,PlayStation 4,PlayStation,30000,82.0,66.0,M
9426,VID_014319,The Peanuts Movie: Snoopy's Grand Adventure,2015,Action,PS4,PlayStation 4,PlayStation,30000,59.0,66.0,E
9427,VID_014322,Aegis of Earth: Protonovus Assault,2016,Action,PS4,PlayStation 4,PlayStation,30000,57.0,78.0,T
9428,VID_014359,Agatha Christie's The ABC Murders,2016,Adventure,PS4,PlayStation 4,PlayStation,30000,67.0,62.0,T
9430,VID_014397,Legend of Kay Anniversary,2015,Action,PS4,PlayStation 4,PlayStation,30000,62.0,64.0,E10+
9433,VID_014462,Omega Quintet,2014,Role-Playing,PS4,PlayStation 4,PlayStation,20000,58.0,71.0,T
9436,VID_014528,Here They Lie,2016,Adventure,PS4,PlayStation 4,PlayStation,20000,62.0,65.0,M
9438,VID_014587,Anima - Gate of Memories,2016,Action,PS4,PlayStation 4,PlayStation,20000,52.0,79.0,T
9441,VID_014766,Touhou Genso Rondo: Bullet Ballet,2016,Shooter,PS4,PlayStation 4,PlayStation,20000,55.0,47.0,E10+
9443,VID_014894,Darksiders: Warmastered Edition,2016,Action,PS4,PlayStation 4,PlayStation,20000,79.0,85.0,M
9446,VID_015137,Prototype: Biohazard Bundle,2016,Action,PS4,PlayStation 4,PlayStation,20000,48.0,20.0,M
9451,VID_015238,Mark McMorris Infinite Air,2016,Sports,PS4,PlayStation 4,PlayStation,20000,49.0,60.0,T
9458,VID_015505,Republique,2016,Action,PS4,PlayStation 4,PlayStation,10000,72.0,58.0,M
9459,VID_015527,Super Stardust Ultra VR,2016,Shooter,PS4,PlayStation 4,PlayStation,10000,66.0,62.0,E10+
9464,VID_015868,Super Dungeon Bros,2016,Action,PS4,PlayStation 4,PlayStation,10000,42.0,23.0,E10+
9466,VID_015881,Sherlock Holmes: The Devil's Daughter,2016,Adventure,PS4,PlayStation 4,PlayStation,10000,70.0,68.0,T
9469,VID_015907,Dungeons 2,2016,Role-Playing,PS4,PlayStation 4,PlayStation,10000,61.0,79.0,T
9470,VID_015911,Carmageddon: Max Damage,2016,Action,PS4,PlayStation 4,PlayStation,10000,51.0,55.0,M
9473,VID_000040,Mario Kart 7,2011,Racing,3DS,Nintendo 3DS,Nintendo,12660000,85.0,82.0,E
9475,VID_000053,Super Mario 3D Land,2011,Platform,3DS,Nintendo 3DS,Nintendo,10810000,90.0,84.0,E
9476,VID_000061,New Super Mario Bros. 2,2012,Platform,3DS,Nintendo 3DS,Nintendo,9900000,78.0,72.0,E
9477,VID_000071,Animal Crossing: New Leaf,2012,Simulation,3DS,Nintendo 3DS,Nintendo,9160000,88.0,87.0,E
9481,VID_000227,Luigi's Mansion: Dark Moon,2013,Action,3DS,Nintendo 3DS,Nintendo,4590000,86.0,84.0,E
9483,VID_000300,Monster Hunter 4 Ultimate,2014,Role-Playing,3DS,Nintendo 3DS,Nintendo,3890000,86.0,87.0,T
9488,VID_000431,The Legend of Zelda: A Link Between Worlds,2013,Action,3DS,Nintendo 3DS,Nintendo,3100000,91.0,89.0,E
9489,VID_000439,Animal Crossing: Happy Home Designer,2015,Simulation,3DS,Nintendo 3DS,Nintendo,3050000,66.0,69.0,E
9492,VID_000649,The Legend of Zelda: Majora's Mask 3D,2015,Action,3DS,Nintendo 3DS,Nintendo,2340000,89.0,90.0,E10+
9493,VID_000660,Paper Mario: Sticker Star,2012,Role-Playing,3DS,Nintendo 3DS,Nintendo,2300000,75.0,56.0,E
9497,VID_000813,Fire Emblem: Awakening,2012,Role-Playing,3DS,Nintendo 3DS,Nintendo,2009999,92.0,91.0,T
9498,VID_000862,Mario Party: Island Tour,2013,Misc,3DS,Nintendo 3DS,Nintendo,1920000,57.0,63.0,E
9500,VID_000913,Kirby: Triple Deluxe,2014,Platform,3DS,Nintendo 3DS,Nintendo,1830000,80.0,88.0,E
9503,VID_001117,Kingdom Hearts 3D: Dream Drop Distance,2012,Action,3DS,Nintendo 3DS,Nintendo,1580000,75.0,82.0,E10+
9507,VID_001336,Yoshi's New Island,2014,Platform,3DS,Nintendo 3DS,Nintendo,1380000,64.0,61.0,E
9510,VID_001486,Kid Icarus: Uprising,2012,Action,3DS,Nintendo 3DS,Nintendo,1270000,83.0,87.0,E10+
9511,VID_001487,Pokemon Mystery Dungeon: Gates to Infinity,2012,Role-Playing,3DS,Nintendo 3DS,Nintendo,1270000,59.0,63.0,E
9512,VID_001529,Pokemon Super Mystery Dungeon,2015,Role-Playing,3DS,Nintendo 3DS,Nintendo,1250000,69.0,88.0,E
9513,VID_001587,Super Street Fighter IV: 3D Edition,2011,Fighting,3DS,Nintendo 3DS,Nintendo,1210000,85.0,81.0,T
9515,VID_001705,Pokemon Rumble Blast,2011,Action,3DS,Nintendo 3DS,Nintendo,1140000,56.0,71.0,E10+
9516,VID_001727,LEGO Star Wars III: The Clone Wars,2011,Action,3DS,Nintendo 3DS,Nintendo,1130000,67.0,61.0,E10+
9517,VID_001734,Fantasy Life,2012,Role-Playing,3DS,Nintendo 3DS,Nintendo,1130000,73.0,86.0,E10+
9518,VID_001737,The Legend of Zelda: Tri Force Heroes,2015,Action,3DS,Nintendo 3DS,Nintendo,1120000,73.0,76.0,E
9519,VID_001945,Sonic Generations,2011,Platform,3DS,Nintendo 3DS,Nintendo,1020000,66.0,69.0,E
9521,VID_002058,Mario Tennis Open,2012,Sports,3DS,Nintendo 3DS,Nintendo,950000,69.0,69.0,E
9522,VID_002059,PilotWings Resort,2011,Simulation,3DS,Nintendo 3DS,Nintendo,950000,71.0,74.0,E
9523,VID_002089,Star Fox 64 3D,2011,Shooter,3DS,Nintendo 3DS,Nintendo,940000,81.0,82.0,E10+
9524,VID_002119,Kirby: Planet Robobot,2016,Action,3DS,Nintendo 3DS,Nintendo,930000,81.0,87.0,E
9525,VID_002140,Disney Magical World,2013,Adventure,3DS,Nintendo 3DS,Nintendo,920000,71.0,75.0,E
